TICKER,NAME,DATES_IN,DATES_OUT,SECTOR
ACGL,ARCH CAPITAL GROUP,20221101,,FINANCIALS
STLD,STEEL DYNAMICS,20221222,,BASIC MATERIALS
GEHC,GE HEALTHCARE TECHNOLOGIES INC.,20230104,,HEALTHCARE
PODD,INSULET CORP.,20230315,,HEALTHCARE
BG,BUNGE LTD.,20230315,,CONSUMER NON CYCLICALS
FICO,FAIR ISAAC CORP.,20230320,,TECHNOLOGY
AXON,AXON ENTERPRISE,20230504,,TECHNOLOGY
PANW,PALO ALTO NETWORKS INC.,20230620,,TECHNOLOGY
KVUE,KENVUE INC.,20230825,,CONSUMER NON CYCLICALS
ABNB,AIRBNB INC.,20230918,,TECHNOLOGY-SOFTWARE
BX,BLACKSTONE INC.,20230918,,FINANCIALS-STOCKS
VLTO,VERANTO,20231002,,TECHNOLOGY-STOCKS
LULU,LULULEMON ATHLETICA,20231018,,CONSUMER CYCLICALS-STOCKS
BLDR,BUILDERS FIRSTSOURCE INC.,20231218,,INDUSTRIALS-STOCKS
UBER,UBER TECHNOLOGIES INC.,20231218,,INDUSTRIALS-STOCKS
DECK,DECKERS OUTDOOR CORP.,20240318,,CONSUMER CYCLICALS-STOCKS
SMCI,SUPER MICRO COMPUTER INC.,20240318,,TECHNOLOGY-STOCKS
